STATE,YEAR,HSS,CPE,IIM,HD,CM,EOH,fc_iim,fc_hss,fc_eoh,fc_cm,fc_cpe,fc_hd,HSSw,CPEw,IIMw,HDw,CMw,EOHw,overall,HSSOLD,CPEOLD,IIMOLD,HDOLD,CMOLD,EOHOLD,Nat_overall,Nat_overalllb,Nat_overallub,overall_class,Nat_HSS,Nat_HSSlb,Nat_HSSub,HSS_class,Nat_CPE,Nat_CPElb,Nat_CPEub,CPE_class,Nat_IIM,Nat_IIMlb,Nat_IIMub,IIM_class,Nat_HD,Nat_HDlb,Nat_HDub,HD_class,Nat_CM,Nat_CMlb,Nat_CMub,CM_class,Nat_EOH,Nat_EOHlb,Nat_EOHub,EOH_class
NV,2014,7.900000095,3.599999905,8.100000381,3.700000048,3.799999952,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.5,0.7344002724,0.323004663,0.5826541781,0.3746672571,0.2758253813,0.5371508598,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
NY,2014,8.199999809,5.599999905,8.100000381,4.900000095,5.699999809,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7716011405,0.5281849504,0.5883644819,0.4856136441,0.500844717,0.6904333234,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
OH,2014,6.599999905,4.800000191,8.199999809,4.5,5.599999905,4.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.900000095,0.5649062991,0.4427379668,0.6124138832,0.4518251717,0.4822057486,0.4414300323,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,3
OK,2014,7.400000095,5.400000095,8.100000381,4.599999905,6,4.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.6686825752,0.5087447762,0.5857488513,0.4576551914,0.5279321671,0.3772009313,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,3
OR,2014,8.5,5,7.800000191,4.199999809,6,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.8112641573,0.4703936577,0.5129307508,0.4228886068,0.5274264812,0.5914027691,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,2
PA,2014,7.599999905,4.300000191,8.199999809,5.5,6,4.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6882873774,0.3958899975,0.6136330366,0.5481997132,0.5289596319,0.4246284366,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,3
RI,2014,7.199999809,6.099999905,8,6.400000095,7.199999809,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.6375279427,0.5802971125,0.5578424335,0.6366199255,0.6663911343,0.5236976743,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
SC,2014,7.400000095,3.799999952,9.300000191,5,6.199999809,5.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6626352072,0.3395395875,0.8492014408,0.4957324266,0.5540946722,0.4709538817,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
SD,2014,7.5,4.099999905,7.5,4.699999809,6.699999809,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6742438078,0.3672154248,0.4647489786,0.4660041928,0.614769876,0.5375042558,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
TN,2014,7.599999905,4.699999809,9,4.199999809,6.5,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.6869165301,0.4370038807,0.7809836864,0.422262311,0.5945140123,0.6356845498,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
TX,2014,9,4.199999809,7.900000095,3.799999952,5.800000191,6.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.8666474223,0.3823220432,0.5368590355,0.3838056326,0.5064975619,0.648740828,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
UT,2014,8.300000191,5.5,9.600000381,4.400000095,5,6.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7787607908,0.5214152336,0.9071034193,0.4415024817,0.4142692089,0.5838260055,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,2
VA,2014,8,4.400000095,9.399999619,5.099999905,5.599999905,7.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7475256324,0.4027496278,0.8759856224,0.5139074922,0.4867299199,0.7278385162,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
VT,2014,9,5.099999905,8.899999619,5.900000095,6.099999905,6.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8648422956,0.4748708308,0.758384943,0.5907228589,0.5411690474,0.6537739635,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
WA,2014,8.600000381,5.5,7.599999905,4,5.199999809,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.8146411777,0.5255178809,0.4822627902,0.3977284133,0.4385590553,0.6896095276,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,1
WI,2014,8.300000191,4.800000191,8.100000381,4.900000095,6.199999809,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7765656114,0.4476616979,0.5830890536,0.4898661673,0.5587652326,0.6910614967,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
WV,2014,7.199999809,3.400000095,7.400000095,5.199999809,7.199999809,5.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6400235295,0.293944031,0.4379720986,0.5242832303,0.6734256744,0.5269698501,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
WY,2014,7.900000095,3.799999952,7.5,4.400000095,5.199999809,4.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.7343896627,0.3359825313,0.4579531252,0.4415611029,0.4381694198,0.4273333251,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
AK,2015,8.300000191,4.099999905,7.400000095,3.700000048,3.599999905,5.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.5,0.7797508836,0.3692553043,0.4409689903,0.3721852899,0.2431928962,0.466140449,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
AL,2015,7.400000095,4,7.599999905,4.300000191,5.300000191,5.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.6609179974,0.3620000482,0.4728738666,0.4299930632,0.4527358413,0.494856745,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
AR,2015,7.900000095,4.400000095,8.600000381,5,6.199999809,5.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.7311788201,0.404348433,0.7054864168,0.4972361624,0.5541713238,0.4997377098,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
AZ,2015,7.800000191,4,9,3.400000095,4.699999809,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.800000191,0.7207331061,0.3616451025,0.7712734938,0.3425382376,0.3830937147,0.5222476721,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
CA,2015,7.5,5.599999905,8.800000191,4.199999809,5,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.6737610102,0.5265143514,0.747200489,0.419744432,0.4106949568,0.6984452009,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,1
CO,2015,7.300000191,5.900000095,8.300000191,5.5,6.099999905,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.6508466601,0.5590912104,0.6254375577,0.5536387563,0.5364689827,0.6590913534,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
CT,2015,7.5,5.699999809,8.100000381,5,5.699999809,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.6813123226,0.5476629138,0.5767992139,0.4960482717,0.4990299344,0.6311470866,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
DC,2015,7.099999905,7,8.199999809,5.400000095,5.900000095,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.6287902594,0.6815693974,0.6075254679,0.5418419838,0.5191521049,0.6397521496,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
DE,2015,8,4.900000095,7.800000191,4.599999905,5.900000095,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.7394720316,0.4536625147,0.5118938684,0.462434411,0.5229697227,0.5164248943,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,3
FL,2015,8.699999809,5.199999809,8.300000191,4.599999905,5.199999809,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.8352698088,0.4903974235,0.6335555315,0.4576894045,0.4336479306,0.6877889633,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,1
GA,2015,8,4,8.199999809,4.199999809,5.199999809,5.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.900000095,0.7373390794,0.3631684482,0.6056842804,0.4184384942,0.4396759272,0.4632860422,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
HI,2015,8,4.800000191,7.199999809,4.900000095,5.199999809,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.7399644852,0.4508697391,0.3964247704,0.4859602153,0.4418060184,0.6127581596,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,2
IA,2015,8.199999809,4.5,9.5,4.599999905,7.599999905,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7674995661,0.4167892635,0.8845561743,0.456975013,0.7237612009,0.6791511178,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
ID,2015,7.5,5,8.100000381,4.099999905,4.5,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6752259731,0.4679579735,0.5874992013,0.4076048136,0.3497855663,0.6440171599,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,1
IL,2015,7.300000191,4.400000095,8.800000191,4.800000191,5.300000191,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6539951563,0.4014137387,0.742788434,0.484917134,0.4526259601,0.5708199739,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,2
IN,2015,8.600000381,4,8.600000381,4.800000191,5.599999905,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.8126032948,0.3639776111,0.698402822,0.4818738103,0.4862732887,0.6162052155,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,2
KS,2015,8,4.400000095,8,4.800000191,7.300000191,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7441385388,0.4024167955,0.5707224607,0.4802695513,0.6782689095,0.5969439745,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,2
KY,2015,9.100000381,4.800000191,9.300000191,4.800000191,5.900000095,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.8887032866,0.444008112,0.8480283022,0.4761668444,0.5223553777,0.6130885482,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,2
LA,2015,7.300000191,4,8,3.900000095,4.800000191,5.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.6552569866,0.3564513922,0.5706087351,0.3929495811,0.3948720694,0.5524089932,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
MA,2015,9.100000381,5.199999809,8.199999809,4.900000095,6.300000191,6,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.8813804984,0.4902813435,0.6143590808,0.4919078052,0.5599380732,0.5610442758,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,2
MD,2015,8.199999809,5.099999905,9,5.699999809,5.900000095,7.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7690923214,0.4774541855,0.7889274359,0.5662130713,0.516415,0.7583900094,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
ME,2015,8.5,5.199999809,8.800000191,5.199999809,6.400000095,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.8002687097,0.4916342199,0.7316548824,0.5175386667,0.5799402595,0.7115108967,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
MI,2015,8.899999619,4.599999905,8.300000191,4.900000095,5.599999905,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.8606028557,0.4275178611,0.6324070692,0.4908983111,0.4781233072,0.6185006499,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,2
MN,2015,8.5,5.800000191,7.800000191,5.199999809,6.099999905,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.8094860315,0.557618022,0.5298957825,0.5198476911,0.5367777348,0.6570666432,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
MO,2015,8.699999809,4.099999905,8.800000191,5.099999905,6.699999809,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8258394003,0.3703890741,0.7489101887,0.5101751685,0.6138318181,0.5383785367,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
MS,2015,6.5,4.800000191,8.600000381,4.300000191,4,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.5471283197,0.4430353642,0.7028199434,0.4315760434,0.2917343676,0.5390626192,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
MT,2015,7.5,4.599999905,8.199999809,3.700000048,6.599999905,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.6814525723,0.4237967134,0.6057985425,0.3730176091,0.5994915962,0.5744652748,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,2
